Category,Title,Price,Availability,Description
History,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,9.64,0,No description available
History,Zealot: The Life and Times of Jesus of Nazareth,4.7,0,No description available
History,A Distant Mirror: The Calamitous 14th Century,4.58,0,No description available
History,1491: New Revelations of the Americas Before Columbus,1.8,0,No description available
History,Brilliant Beacons: A History of the American Lighthouse,1.45,0,No description available
History,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",4.48,0,No description available
History,A Short History of Nearly Everything,2.4,0,No description available
History,The Rise and Fall of the Third Reich: A History of Nazi Germany,9.67,0,No description available
History,Catherine the Great: Portrait of a Woman,8.55,0,No description available
History,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,2.91,0,No description available
History,The Hiding Place,5.91,0,No description available
History,America's War for the Greater Middle East: A Military History,1.22,0,No description available
History,The Guns of August,4.54,0,No description available
History,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",3.7,0,No description available
Food and Drink,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",0.52,0,No description available
Food and Drink,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",6.41,0,No description available
Food and Drink,My Paris Kitchen: Recipes and Stories,3.37,0,No description available
Food and Drink,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",4.02,0,No description available
Food and Drink,"Layered: Baking, Building, and Styling Spectacular Cakes",0.11,0,No description available
Food and Drink,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,7.34,0,No description available
Food and Drink,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,7.6,0,No description available
Food and Drink,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,1.25,0,No description available
Food and Drink,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",2.16,0,No description available
Food and Drink,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,8.77,0,No description available
Food and Drink,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",9.55,0,No description available
Food and Drink,Barefoot Contessa Back to Basics,8.01,0,No description available
Food and Drink,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,0.62,0,No description available
Food and Drink,My Kitchen Year: 136 Recipes That Saved My Life,1.53,0,No description available
Food and Drink,Everyday Italian: 125 Simple and Delicious Recipes,0.1,0,No description available
Food and Drink,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",8.77,0,No description available
Food and Drink,Cravings: Recipes for What You Want to Eat,0.5,0,No description available
Food and Drink,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",2.34,0,No description available
Food and Drink,32 Yolks,3.63,0,No description available
Food and Drink,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",1.38,0,No description available
Christian Fiction,Redeeming Love,0.47,0,No description available
Christian Fiction,Close to You,9.46,0,No description available
Christian Fiction,Shadows of the Past (Logan Point #1),9.67,0,No description available
Christian Fiction,Like Never Before (Walker Family #2),8.77,0,No description available
Christian Fiction,Counted With the Stars (Out from Egypt #1),7.97,0,No description available
Christian Fiction,If I Run (If I Run #1),9.97,0,No description available
Business,The Dirty Little Secrets of Getting Your Dream Job,3.34,0,No description available
Business,The Third Wave: An Entrepreneur’s Vision of the Future,2.61,0,No description available
Business,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,7.55,0,No description available
Business,Shoe Dog: A Memoir by the Creator of NIKE,3.99,0,No description available
Business,Made to Stick: Why Some Ideas Survive and Others Die,8.85,0,No description available
Business,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,3.14,0,No description available
Business,The Art of Startup Fundraising,1.0,0,No description available
Business,Born for This: How to Find the Work You Were Meant to Do,1.59,0,No description available
Business,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,6.91,0,No description available
Business,"Rich Dad, Poor Dad",1.74,0,No description available
Business,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,3.92,0,No description available
Business,Rework,4.88,0,No description available
Biography,Louisa: The Extraordinary Life of Mrs. Adams,6.85,0,No description available
Biography,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",1.15,0,No description available
Biography,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,9.55,0,No description available
Biography,Benjamin Franklin: An American Life,8.19,0,No description available
Biography,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),2.57,0,No description available
Thriller,In Her Wake,2.84,0,No description available
Thriller,The Elephant Tree,3.82,0,No description available
Thriller,Behind Closed Doors,2.22,0,No description available
Thriller,You (You #1),3.61,0,No description available
Thriller,The Guilty (Will Robie #4),3.82,0,No description available
Thriller,The 14th Colony (Cotton Malone #11),9.24,0,No description available
Thriller,Give It Back,8.32,0,No description available
Thriller,Killing Floor (Jack Reacher #1),1.49,0,No description available
Thriller,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),9.71,0,No description available
Thriller,Far From True (Promise Falls Trilogy #2),4.93,0,No description available
Thriller,The Travelers,5.77,0,No description available
Contemporary,When We Collided,1.77,0,No description available
Contemporary,Someone Like You (The Harrisons #2),2.79,0,No description available
Contemporary,We Are All Completely Beside Ourselves,4.04,0,No description available
Spirituality,The Four Agreements: A Practical Guide to Personal Freedom,7.66,0,No description available
Spirituality,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,2.24,0,No description available
Spirituality,Chasing Heaven: What Dying Taught Me About Living,7.8,0,No description available
Spirituality,If I Gave You God's Phone Number....: Searching for Spirituality in America,0.91,0,No description available
Spirituality,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,6.33,0,No description available
Spirituality,A New Earth: Awakening to Your Life's Purpose,5.65,0,No description available
Academic,Logan Kade (Fallen Crest High #5.5),3.12,0,No description available
Self Help,Online Marketing for Busy Authors: A Step-By-Step Guide,6.35,0,No description available
Self Help,How to Be Miserable: 40 Strategies You Already Use,6.03,0,No description available
Self Help,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",2.15,0,No description available
Self Help,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,2.08,0,No description available
Self Help,How to Stop Worrying and Start Living,6.49,0,No description available
Historical,All the Light We Cannot See,9.87,0,No description available
Historical,The Girl You Left Behind (The Girl You Left Behind #1),5.79,0,No description available
Christian,(Un)Qualified: How God Uses Broken People to Do Big Things,4.0,0,No description available
Christian,Crazy Love: Overwhelmed by a Relentless God,7.72,0,No description available
Christian,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,5.77,0,No description available
Suspense,Silence in the Dark (Logan Point #4),8.33,0,No description available
Short Stories,The Grownup,5.88,0,No description available
Novels,Suzie Snowflake: One beautiful flake (a self-esteem story),4.81,0,No description available
Health,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",9.05,0,No description available
Health,"Eat Fat, Get Thin",4.07,0,No description available
Health,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,9.71,0,No description available
Health,The Art and Science of Low Carbohydrate Living,2.98,0,No description available
Politics,Libertarianism for Beginners,1.33,0,No description available
Politics,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,2.65,0,No description available
Politics,Equal Is Unfair: America's Misguided Fight Against Income Inequality,6.86,0,No description available
Cultural,Amid the Chaos,6.58,0,No description available
Erotica,Dark Notes,9.19,0,No description available
Crime,The Long Shadow of Small Ghosts: Murder and Memory in an American City,0.97,0,No description available
